class,coverage,stride,accuracy,n_samples
belly dancing,50,1,0.836735,49
bench pressing,50,1,0.940000,50
bending back,50,1,0.354167,48
bending metal,50,1,0.540000,50
biking through snow,50,1,0.800000,50
blasting sand,50,1,0.620000,50
blowing glass,50,1,0.940000,50
blowing leaves,50,1,0.693878,49
blowing nose,50,1,0.560000,50
blowing out candles,50,1,0.857143,49
bobsledding,50,1,0.820000,50
bookbinding,50,1,0.920000,50
bouncing on trampoline,50,1,0.860000,50
bowling,50,1,0.938776,49
braiding hair,50,1,0.714286,49
breading or breadcrumbing,50,1,0.612245,49
breakdancing,50,1,0.640000,50
brush painting,50,1,0.750000,48
brushing hair,50,1,0.640000,50
brushing teeth,50,1,0.900000,50
building cabinet,50,1,0.780000,50
building shed,50,1,0.860000,50
bungee jumping,50,1,0.960000,50
busking,50,1,0.740000,50
canoeing or kayaking,50,1,0.900000,50
capoeira,50,1,0.820000,50
carrying baby,50,1,0.895833,48
cartwheeling,50,1,0.480000,50
carving pumpkin,50,1,0.937500,48
catching fish,50,1,0.791667,48
catching or throwing baseball,50,1,0.520000,50
catching or throwing frisbee,50,1,0.660000,50
catching or throwing softball,50,1,0.680000,50
celebrating,50,1,0.640000,50
changing oil,50,1,0.880000,50
changing wheel,50,1,0.680000,50
checking tires,50,1,0.760000,50
cheerleading,50,1,0.897959,49
chopping wood,50,1,0.857143,49
clapping,50,1,0.458333,48
clay pottery making,50,1,0.900000,50
clean and jerk,50,1,0.836735,49
cleaning floor,50,1,0.673469,49
cleaning gutters,50,1,0.740000,50
cleaning pool,50,1,0.780000,50
cleaning shoes,50,1,0.714286,49
cleaning toilet,50,1,0.820000,50
cleaning windows,50,1,0.800000,50
climbing a rope,50,1,0.780000,50
climbing ladder,50,1,0.780000,50
climbing tree,50,1,0.800000,50
contact juggling,50,1,0.820000,50
cooking chicken,50,1,0.760000,50
cooking egg,50,1,0.540000,50
cooking on campfire,50,1,0.729167,48
cooking sausages,50,1,0.640000,50
counting money,50,1,0.714286,49
country line dancing,50,1,0.860000,50
cracking neck,50,1,0.562500,48
crawling baby,50,1,0.860000,50
crossing river,50,1,0.840000,50
crying,50,1,0.469388,49
curling hair,50,1,0.918367,49
cutting nails,50,1,0.617021,47
cutting pineapple,50,1,0.980000,50
cutting watermelon,50,1,0.936170,47
dancing ballet,50,1,0.800000,50
dancing charleston,50,1,0.530612,49
dancing gangnam style,50,1,0.541667,48
dancing macarena,50,1,0.632653,49
deadlifting,50,1,0.836735,49
decorating the christmas tree,50,1,0.979592,49
digging,50,1,0.620000,50
dining,50,1,0.840000,50
disc golfing,50,1,0.840000,50
diving cliff,50,1,0.877551,49
dodgeball,50,1,0.760000,50
doing aerobics,50,1,0.540000,50
doing laundry,50,1,0.760000,50
doing nails,50,1,0.916667,48
drawing,50,1,0.812500,48
dribbling basketball,50,1,0.700000,50
drinking,50,1,0.408163,49
drinking beer,50,1,0.400000,50
drinking shots,50,1,0.367347,49
driving car,50,1,0.770833,48
driving tractor,50,1,0.857143,49
drop kicking,50,1,0.297872,47
drumming fingers,50,1,0.720000,50
dunking basketball,50,1,0.604167,48
dying hair,50,1,0.808511,47
eating burger,50,1,0.775510,49
eating cake,50,1,0.600000,50
eating carrots,50,1,0.729167,48
eating chips,50,1,0.440000,50
eating doughnuts,50,1,0.387755,49
eating hotdog,50,1,0.460000,50
eating ice cream,50,1,0.520000,50
eating spaghetti,50,1,0.897959,49
eating watermelon,50,1,0.860000,50
egg hunting,50,1,0.780000,50
exercising arm,50,1,0.428571,49
exercising with an exercise ball,50,1,0.708333,48
extinguishing fire,50,1,0.816327,49
faceplanting,50,1,0.183673,49
feeding birds,50,1,0.880000,50
feeding fish,50,1,0.857143,49
feeding goats,50,1,0.960000,50
filling eyebrows,50,1,0.938776,49
finger snapping,50,1,0.340000,50
fixing hair,50,1,0.285714,49
flipping pancake,50,1,0.938776,49
flying kite,50,1,0.800000,50
folding clothes,50,1,0.755102,49
folding napkins,50,1,0.755102,49
folding paper,50,1,0.816327,49
front raises,50,1,0.960000,50
frying vegetables,50,1,0.840000,50
garbage collecting,50,1,0.653061,49
gargling,50,1,0.571429,49
getting a haircut,50,1,0.734694,49
getting a tattoo,50,1,0.897959,49
giving or receiving award,50,1,0.820000,50
golf chipping,50,1,0.660000,50
golf driving,50,1,0.840000,50
golf putting,50,1,0.795918,49
grinding meat,50,1,0.960000,50
grooming dog,50,1,0.880000,50
grooming horse,50,1,0.857143,49
gymnastics tumbling,50,1,0.897959,49
hammer throw,50,1,0.900000,50
headbanging,50,1,0.653061,49
headbutting,50,1,0.220000,50
high jump,50,1,0.860000,50
high kick,50,1,0.300000,50
hitting baseball,50,1,0.880000,50
hockey stop,50,1,0.360000,50
holding snake,50,1,0.740000,50
hopscotch,50,1,0.840000,50
hoverboarding,50,1,0.812500,48
hugging,50,1,0.367347,49
hula hooping,50,1,0.938776,49
hurdling,50,1,0.900000,50
hurling (sport),50,1,0.980000,50
ice climbing,50,1,0.900000,50
ice fishing,50,1,0.937500,48
ice skating,50,1,0.900000,50
ironing,50,1,0.854167,48
javelin throw,50,1,0.860000,50
jetskiing,50,1,0.960000,50
jogging,50,1,0.380000,50
juggling balls,50,1,0.775510,49
juggling fire,50,1,0.780000,50
juggling soccer ball,50,1,0.800000,50
jumping into pool,50,1,0.920000,50
jumpstyle dancing,50,1,0.653061,49
kicking field goal,50,1,0.860000,50
kicking soccer ball,50,1,0.540000,50
kissing,50,1,0.695652,46
kitesurfing,50,1,0.900000,50
knitting,50,1,0.960000,50
krumping,50,1,0.693878,49
laughing,50,1,0.479167,48
laying bricks,50,1,0.836735,49
long jump,50,1,0.560000,50
lunge,50,1,0.680000,50
making a cake,50,1,0.469388,49
making a sandwich,50,1,0.660000,50
making bed,50,1,0.900000,50
making jewelry,50,1,0.734694,49
making pizza,50,1,0.880000,50
making snowman,50,1,0.920000,50
making sushi,50,1,0.840000,50
making tea,50,1,0.700000,50
marching,50,1,0.960000,50
massaging back,50,1,0.775510,49
massaging feet,50,1,0.530612,49
massaging legs,50,1,0.693878,49
massaging person's head,50,1,0.640000,50
milking cow,50,1,0.979167,48
mopping floor,50,1,0.600000,50
motorcycling,50,1,0.857143,49
moving furniture,50,1,0.560000,50
mowing lawn,50,1,0.820000,50
news anchoring,50,1,0.660000,50
opening bottle,50,1,0.660000,50
opening present,50,1,0.820000,50
paragliding,50,1,0.940000,50
parasailing,50,1,0.880000,50
parkour,50,1,0.666667,48
passing American football (in game),50,1,0.900000,50
passing American football (not in game),50,1,0.591837,49
peeling apples,50,1,0.920000,50
peeling potatoes,50,1,0.700000,50
petting animal (not cat),50,1,0.571429,49
petting cat,50,1,0.960000,50
picking fruit,50,1,0.877551,49
planting trees,50,1,0.816327,49
plastering,50,1,0.640000,50
playing accordion,50,1,0.897959,49
playing badminton,50,1,0.880000,50
playing bagpipes,50,1,0.860000,50
playing basketball,50,1,0.500000,50
playing bass guitar,50,1,0.800000,50
playing cards,50,1,0.820000,50
playing cello,50,1,0.960000,50
playing chess,50,1,0.960000,50
playing clarinet,50,1,0.800000,50
playing controller,50,1,0.940000,50
playing cricket,50,1,0.836735,49
playing cymbals,50,1,0.800000,50
playing didgeridoo,50,1,0.940000,50
playing drums,50,1,0.918367,49
playing flute,50,1,0.740000,50
playing guitar,50,1,0.700000,50
playing harmonica,50,1,0.673469,49
playing harp,50,1,0.960000,50
playing ice hockey,50,1,0.877551,49
playing keyboard,50,1,0.750000,48
playing kickball,50,1,0.780000,50
playing monopoly,50,1,0.860000,50
playing organ,50,1,0.840000,50
playing paintball,50,1,0.980000,50
playing piano,50,1,0.660000,50
playing poker,50,1,0.897959,49
playing recorder,50,1,0.780000,50
playing saxophone,50,1,0.840000,50
playing squash or racquetball,50,1,1.000000,50
playing tennis,50,1,0.938776,49
playing trombone,50,1,0.897959,49
playing trumpet,50,1,0.836735,49
playing ukulele,50,1,0.900000,50
playing violin,50,1,0.800000,50
playing volleyball,50,1,0.833333,48
playing xylophone,50,1,0.800000,50
pole vault,50,1,0.880000,50
presenting weather forecast,50,1,0.960000,50
pull ups,50,1,0.860000,50
pumping fist,50,1,0.440000,50
pumping gas,50,1,0.958333,48
punching bag,50,1,0.880000,50
punching person (boxing),50,1,0.653061,49
push up,50,1,0.895833,48
pushing car,50,1,0.720000,50
pushing cart,50,1,0.820000,50
pushing wheelchair,50,1,0.800000,50
reading book,50,1,0.780000,50
reading newspaper,50,1,0.720000,50
recording music,50,1,0.300000,50
riding a bike,50,1,0.750000,48
riding camel,50,1,0.940000,50
riding elephant,50,1,0.940000,50
riding mechanical bull,50,1,0.959184,49
riding mountain bike,50,1,0.795918,49
riding mule,50,1,0.800000,50
riding or walking with horse,50,1,0.875000,48
riding scooter,50,1,0.800000,50
riding unicycle,50,1,0.780000,50
ripping paper,50,1,0.640000,50
robot dancing,50,1,0.440000,50
rock climbing,50,1,0.880000,50
rock scissors paper,50,1,0.260000,50
roller skating,50,1,0.900000,50
running on treadmill,50,1,0.875000,48
sailing,50,1,0.959184,49
salsa dancing,50,1,0.693878,49
sanding floor,50,1,0.960000,50
scrambling eggs,50,1,0.800000,50
scuba diving,50,1,0.940000,50
setting table,50,1,0.775510,49
shaking hands,50,1,0.312500,48
shaking head,50,1,0.440000,50
sharpening knives,50,1,0.720000,50
sharpening pencil,50,1,0.880000,50
shaving head,50,1,0.780000,50
shaving legs,50,1,0.660000,50
shearing sheep,50,1,1.000000,49
shining shoes,50,1,0.820000,50
shooting basketball,50,1,0.360000,50
shooting goal (soccer),50,1,0.530612,49
shot put,50,1,0.820000,50
shoveling snow,50,1,0.940000,50
shredding paper,50,1,0.740000,50
shuffling cards,50,1,0.877551,49
side kick,50,1,0.780000,50
sign language interpreting,50,1,0.687500,48
singing,50,1,0.480000,50
situp,50,1,0.720000,50
skateboarding,50,1,0.960000,50
ski jumping,50,1,0.720000,50
skiing (not slalom or crosscountry),50,1,0.693878,49
skiing crosscountry,50,1,0.820000,50
skiing slalom,50,1,0.840000,50
skipping rope,50,1,0.800000,50
skydiving,50,1,0.860000,50
slacklining,50,1,0.816327,49
slapping,50,1,0.183673,49
sled dog racing,50,1,0.960000,50
smoking,50,1,0.510204,49
smoking hookah,50,1,0.795918,49
snatch weight lifting,50,1,0.775510,49
sneezing,50,1,0.360000,50
sniffing,50,1,0.125000,48
snorkeling,50,1,0.840000,50
snowboarding,50,1,0.744681,47
snowkiting,50,1,0.960000,50
snowmobiling,50,1,0.816327,49
somersaulting,50,1,0.320000,50
spinning poi,50,1,0.877551,49
spray painting,50,1,0.857143,49
spraying,50,1,0.420000,50
springboard diving,50,1,0.875000,48
squat,50,1,0.740000,50
sticking tongue out,50,1,0.326531,49
stomping grapes,50,1,0.860000,50
stretching arm,50,1,0.480000,50
stretching leg,50,1,0.520000,50
strumming guitar,50,1,0.640000,50
surfing crowd,50,1,0.916667,48
surfing water,50,1,0.770833,48
sweeping floor,50,1,0.720000,50
swimming backstroke,50,1,0.820000,50
swimming breast stroke,50,1,0.740000,50
swimming butterfly stroke,50,1,0.580000,50
swing dancing,50,1,0.440000,50
swinging legs,50,1,0.340000,50
swinging on something,50,1,0.653061,49
sword fighting,50,1,0.693878,49
tai chi,50,1,0.640000,50
taking a shower,50,1,0.489796,49
tango dancing,50,1,0.740000,50
tap dancing,50,1,0.693878,49
tapping guitar,50,1,0.740000,50
tapping pen,50,1,0.857143,49
tasting beer,50,1,0.620000,50
tasting food,50,1,0.360000,50
testifying,50,1,0.836735,49
texting,50,1,0.673469,49
throwing axe,50,1,0.860000,50
throwing ball,50,1,0.360000,50
throwing discus,50,1,0.780000,50
tickling,50,1,0.640000,50
tobogganing,50,1,0.900000,50
tossing coin,50,1,0.540000,50
tossing salad,50,1,0.820000,50
training dog,50,1,0.620000,50
trapezing,50,1,0.940000,50
trimming or shaving beard,50,1,0.880000,50
trimming trees,50,1,0.734694,49
triple jump,50,1,0.551020,49
tying bow tie,50,1,0.560000,50
tying knot (not on a tie),50,1,0.800000,50
tying tie,50,1,0.820000,50
unboxing,50,1,0.857143,49
unloading truck,50,1,0.680000,50
using computer,50,1,0.877551,49
using remote controller (not gaming),50,1,0.591837,49
using segway,50,1,0.877551,49
vault,50,1,0.760000,50
waiting in line,50,1,0.560000,50
walking the dog,50,1,0.775510,49
washing dishes,50,1,0.700000,50
washing feet,50,1,0.860000,50
washing hair,50,1,0.625000,48
washing hands,50,1,0.840000,50
water skiing,50,1,0.816327,49
water sliding,50,1,0.780000,50
watering plants,50,1,0.900000,50
waxing back,50,1,0.780000,50
waxing chest,50,1,0.860000,50
waxing eyebrows,50,1,0.820000,50
waxing legs,50,1,0.780000,50
weaving basket,50,1,0.940000,50
welding,50,1,0.840000,50
whistling,50,1,0.360000,50
windsurfing,50,1,0.960000,50
wrapping present,50,1,0.816327,49
wrestling,50,1,0.640000,50
writing,50,1,0.700000,50
yawning,50,1,0.367347,49
yoga,50,1,0.653061,49
zumba,50,1,0.866667,45
abseiling,75,1,0.800000,50
air drumming,75,1,0.612245,49
answering questions,75,1,0.360000,50
applauding,75,1,0.280000,50
applying cream,75,1,0.640000,50
archery,75,1,0.800000,50
arm wrestling,75,1,0.918367,49
arranging flowers,75,1,0.960000,50
assembling computer,75,1,1.000000,50
auctioning,75,1,0.820000,50
baby waking up,75,1,0.680000,50
baking cookies,75,1,0.816327,49
balloon blowing,75,1,0.877551,49
bandaging,75,1,0.620000,50
barbequing,75,1,0.820000,50
bartending,75,1,0.940000,50
beatboxing,75,1,0.469388,49
bee keeping,75,1,0.920000,50
belly dancing,75,1,0.857143,49
bench pressing,75,1,0.920000,50
bending back,75,1,0.416667,48
bending metal,75,1,0.540000,50
biking through snow,75,1,0.840000,50
blasting sand,75,1,0.620000,50
blowing glass,75,1,0.960000,50
blowing leaves,75,1,0.755102,49
blowing nose,75,1,0.580000,50
blowing out candles,75,1,0.877551,49
bobsledding,75,1,0.820000,50
bookbinding,75,1,0.900000,50
bouncing on trampoline,75,1,0.820000,50
bowling,75,1,0.938776,49
braiding hair,75,1,0.795918,49
breading or breadcrumbing,75,1,0.632653,49
breakdancing,75,1,0.680000,50
brush painting,75,1,0.708333,48
brushing hair,75,1,0.600000,50
brushing teeth,75,1,0.920000,50
building cabinet,75,1,0.820000,50
building shed,75,1,0.860000,50
bungee jumping,75,1,0.980000,50
busking,75,1,0.720000,50
canoeing or kayaking,75,1,0.880000,50
capoeira,75,1,0.820000,50
carrying baby,75,1,0.895833,48
cartwheeling,75,1,0.560000,50
carving pumpkin,75,1,0.958333,48
catching fish,75,1,0.770833,48
catching or throwing baseball,75,1,0.520000,50
catching or throwing frisbee,75,1,0.680000,50
catching or throwing softball,75,1,0.600000,50
celebrating,75,1,0.620000,50
changing oil,75,1,0.880000,50
changing wheel,75,1,0.720000,50
checking tires,75,1,0.760000,50
cheerleading,75,1,0.897959,49
chopping wood,75,1,0.877551,49
clapping,75,1,0.437500,48
clay pottery making,75,1,0.880000,50
clean and jerk,75,1,0.755102,49
cleaning floor,75,1,0.612245,49
cleaning gutters,75,1,0.840000,50
cleaning pool,75,1,0.780000,50
cleaning shoes,75,1,0.795918,49
cleaning toilet,75,1,0.860000,50
cleaning windows,75,1,0.780000,50
climbing a rope,75,1,0.860000,50
climbing ladder,75,1,0.800000,50
climbing tree,75,1,0.860000,50
contact juggling,75,1,0.800000,50
cooking chicken,75,1,0.740000,50
cooking egg,75,1,0.560000,50
cooking on campfire,75,1,0.770833,48
cooking sausages,75,1,0.700000,50
counting money,75,1,0.734694,49
country line dancing,75,1,0.840000,50
cracking neck,75,1,0.604167,48
crawling baby,75,1,0.820000,50
crossing river,75,1,0.820000,50
crying,75,1,0.489796,49
curling hair,75,1,0.918367,49
cutting nails,75,1,0.659574,47
cutting pineapple,75,1,1.000000,50
cutting watermelon,75,1,0.936170,47
dancing ballet,75,1,0.820000,50
dancing charleston,75,1,0.571429,49
dancing gangnam style,75,1,0.541667,48
dancing macarena,75,1,0.571429,49
deadlifting,75,1,0.795918,49
decorating the christmas tree,75,1,0.979592,49
digging,75,1,0.740000,50
dining,75,1,0.840000,50
disc golfing,75,1,0.840000,50
diving cliff,75,1,0.979592,49
dodgeball,75,1,0.880000,50
doing aerobics,75,1,0.500000,50
doing laundry,75,1,0.740000,50
doing nails,75,1,0.958333,48
drawing,75,1,0.791667,48
dribbling basketball,75,1,0.740000,50
drinking,75,1,0.448980,49
drinking beer,75,1,0.380000,50
drinking shots,75,1,0.387755,49
driving car,75,1,0.791667,48
driving tractor,75,1,0.877551,49
drop kicking,75,1,0.361702,47
drumming fingers,75,1,0.680000,50
dunking basketball,75,1,0.708333,48
dying hair,75,1,0.851064,47
eating burger,75,1,0.775510,49
eating cake,75,1,0.560000,50
eating carrots,75,1,0.729167,48
eating chips,75,1,0.540000,50
eating doughnuts,75,1,0.387755,49
eating hotdog,75,1,0.480000,50
eating ice cream,75,1,0.580000,50
eating spaghetti,75,1,0.918367,49
eating watermelon,75,1,0.800000,50
egg hunting,75,1,0.860000,50
exercising arm,75,1,0.346939,49
exercising with an exercise ball,75,1,0.750000,48
extinguishing fire,75,1,0.816327,49
faceplanting,75,1,0.183673,49
feeding birds,75,1,0.880000,50
feeding fish,75,1,0.836735,49
feeding goats,75,1,0.960000,50
filling eyebrows,75,1,0.959184,49
finger snapping,75,1,0.300000,50
fixing hair,75,1,0.244898,49
flipping pancake,75,1,0.979592,49
flying kite,75,1,0.880000,50
folding clothes,75,1,0.836735,49
folding napkins,75,1,0.816327,49
folding paper,75,1,0.836735,49
front raises,75,1,0.940000,50
frying vegetables,75,1,0.820000,50
garbage collecting,75,1,0.714286,49
gargling,75,1,0.632653,49
getting a haircut,75,1,0.775510,49
getting a tattoo,75,1,0.897959,49
giving or receiving award,75,1,0.840000,50
golf chipping,75,1,0.700000,50
golf driving,75,1,0.860000,50
golf putting,75,1,0.857143,49
grinding meat,75,1,0.960000,50
grooming dog,75,1,0.920000,50
grooming horse,75,1,0.877551,49
gymnastics tumbling,75,1,0.897959,49
hammer throw,75,1,0.820000,50
headbanging,75,1,0.591837,49
headbutting,75,1,0.180000,50
high jump,75,1,0.860000,50
high kick,75,1,0.340000,50
hitting baseball,75,1,0.880000,50
hockey stop,75,1,0.360000,50
holding snake,75,1,0.820000,50
hopscotch,75,1,0.880000,50
hoverboarding,75,1,0.812500,48
hugging,75,1,0.448980,49
hula hooping,75,1,0.938776,49
hurdling,75,1,0.920000,50
hurling (sport),75,1,0.980000,50
ice climbing,75,1,0.900000,50
ice fishing,75,1,0.916667,48
ice skating,75,1,0.900000,50
ironing,75,1,0.875000,48
javelin throw,75,1,0.900000,50
jetskiing,75,1,0.940000,50
jogging,75,1,0.420000,50
juggling balls,75,1,0.836735,49
juggling fire,75,1,0.800000,50
juggling soccer ball,75,1,0.660000,50
jumping into pool,75,1,0.960000,50
jumpstyle dancing,75,1,0.734694,49
kicking field goal,75,1,0.860000,50
kicking soccer ball,75,1,0.540000,50
kissing,75,1,0.695652,46
kitesurfing,75,1,0.920000,50
knitting,75,1,0.960000,50
krumping,75,1,0.755102,49
laughing,75,1,0.458333,48
laying bricks,75,1,0.877551,49
long jump,75,1,0.660000,50
lunge,75,1,0.720000,50
making a cake,75,1,0.469388,49
making a sandwich,75,1,0.700000,50
making bed,75,1,0.900000,50
making jewelry,75,1,0.734694,49
making pizza,75,1,0.880000,50
making snowman,75,1,0.940000,50
making sushi,75,1,0.940000,50
making tea,75,1,0.740000,50
marching,75,1,0.960000,50
massaging back,75,1,0.795918,49
massaging feet,75,1,0.530612,49
massaging legs,75,1,0.714286,49
massaging person's head,75,1,0.580000,50
milking cow,75,1,1.000000,48
mopping floor,75,1,0.620000,50
motorcycling,75,1,0.857143,49
moving furniture,75,1,0.540000,50
mowing lawn,75,1,0.820000,50
news anchoring,75,1,0.700000,50
opening bottle,75,1,0.600000,50
opening present,75,1,0.840000,50
paragliding,75,1,0.960000,50
parasailing,75,1,0.900000,50
parkour,75,1,0.666667,48
passing American football (in game),75,1,0.900000,50
passing American football (not in game),75,1,0.571429,49
peeling apples,75,1,0.940000,50
